P1,P2,Pi,C1,C2,Ci
9152,7635,27,9152,7635,28
9117,5059,27,9117,5059,28
9518,1278,27,9518,1278,28
9152,8927,27,9152,8927,28
9152,8936,27,9152,8936,28
9117,1278,27,9117,1278,28
6663,8927,27,6663,8927,28
9117,9960,27,9117,9960,28
1892,8927,27,1892,8927,28
8775,8927,27,8775,8927,28
468,9953,27,468,9953,28
6663,9292,27,6663,9292,28
9178,9953,27,9178,9953,28
6663,1278,27,6663,1278,28
9646,1256,27,9646,1256,28
9152,9960,27,9152,9960,28
9646,8927,27,9646,8927,28
468,9492,27,468,9492,28
9152,2359,27,9152,2359,28
9178,8927,27,9178,8927,28
9518,9433,27,9518,9433,28
9518,5059,27,9518,5059,28
8890,1278,27,8890,1278,28
9152,9925,28,9152,9925,29
6663,5059,28,6663,5059,29
9152,9433,28,9152,9433,29
9152,9953,28,9152,9953,29
6663,9953,28,6663,9953,29
9646,7635,28,9646,7635,29
8775,9953,28,8775,9953,29
9152,9292,28,9152,9292,29
9117,9925,28,9117,9925,29
468,9292,28,468,9292,29
6663,9492,28,6663,9492,29
6663,8936,28,6663,8936,29
9117,8927,28,9117,8927,29
9152,120,28,9152,120,29
8775,9925,28,8775,9925,29
8890,9953,28,8890,9953,29
4031,8936,28,4031,8936,29
6663,9433,28,6663,9433,29
9178,5059,28,9178,5059,29
468,1278,28,468,1278,29
9152,5059,28,9152,5059,29
9152,8995,28,9152,8995,29
6663,9960,28,6663,9960,29
1892,1278,28,1892,1278,29
4031,9433,28,4031,9433,29
9152,9438,28,9152,9438,29
9117,8995,28,9117,8995,29
9152,8973,28,9152,8973,29
9518,5059,28,9518,5059,29
9152,1278,28,9152,1278,29
9117,9953,28,9117,9953,29
4031,9960,28,4031,9960,29
9152,9492,28,9152,9492,29
468,8927,28,468,8927,29
4031,9953,28,4031,9953,29
9152,6766,28,9152,6766,29
9152,1239,28,9152,1239,29
1892,9433,28,1892,9433,29
9518,8927,28,9518,8927,29
9152,1256,28,9152,1256,29
4031,8927,28,4031,8927,29
9152,7635,28,9152,7635,29
9152,8936,28,9152,8936,29
9117,5059,28,9117,5059,29
9152,8927,28,9152,8927,29
9518,1278,28,9518,1278,29
9117,1278,28,9117,1278,29
6663,8927,28,6663,8927,29
9117,9960,28,9117,9960,29
1892,8927,28,1892,8927,29
8775,8927,28,8775,8927,29
468,9953,28,468,9953,29
4031,1278,28,4031,1278,29
6663,9292,28,6663,9292,29
9178,9953,28,9178,9953,29
6663,1278,28,6663,1278,29
9646,1256,28,9646,1256,29
9152,9960,28,9152,9960,29
9646,8927,28,9646,8927,29
468,9492,28,468,9492,29
9152,2359,28,9152,2359,29
9178,8927,28,9178,8927,29
9518,9433,28,9518,9433,29
468,9433,28,468,9433,29
8890,1278,28,8890,1278,29
9152,9925,29,9152,9925,30
6663,5059,29,6663,5059,30
9099,8927,29,9099,8927,30
9152,9953,29,9152,9953,30
9152,9433,29,9152,9433,30
6663,9953,29,6663,9953,30
9646,7635,29,9646,7635,30
8775,9953,29,8775,9953,30
9152,9292,29,9152,9292,30
9117,9925,29,9117,9925,30
9099,1278,29,9099,1278,30
468,9292,29,468,9292,30
6663,9492,29,6663,9492,30
6663,8936,29,6663,8936,30
9117,8927,29,9117,8927,30
9152,120,29,9152,120,30
8775,9925,29,8775,9925,30
8890,9953,29,8890,9953,30
4031,8936,29,4031,8936,30
6663,9433,29,6663,9433,30
9178,5059,29,9178,5059,30
468,1278,29,468,1278,30
468,9433,29,468,9433,30
9152,5059,29,9152,5059,30
9152,8995,29,9152,8995,30
6663,9960,29,6663,9960,30
1892,1278,29,1892,1278,30
4031,9433,29,4031,9433,30
9152,9438,29,9152,9438,30
9117,8995,29,9117,8995,30
9152,8973,29,9152,8973,30
9152,1278,29,9152,1278,30
9117,9953,29,9117,9953,30
4031,9960,29,4031,9960,30
9152,9492,29,9152,9492,30
468,8927,29,468,8927,30
4031,9953,29,4031,9953,30
9152,6766,29,9152,6766,30
9152,1239,29,9152,1239,30
9099,9953,29,9099,9953,30
1892,9433,29,1892,9433,30
9518,8927,29,9518,8927,30
9152,1256,29,9152,1256,30
4031,8927,29,4031,8927,30
9152,7635,29,9152,7635,30
9152,8936,29,9152,8936,30
9117,5059,29,9117,5059,30
9152,8927,29,9152,8927,30
9518,1278,29,9518,1278,30
9117,1278,29,9117,1278,30
6663,8927,29,6663,8927,30
9117,9960,29,9117,9960,30
1892,8927,29,1892,8927,30
8775,8927,29,8775,8927,30
468,9953,29,468,9953,30
9099,9960,29,9099,9960,30
4031,1278,29,4031,1278,30
6663,9292,29,6663,9292,30
9178,9953,29,9178,9953,30
6663,1278,29,6663,1278,30
9646,1256,29,9646,1256,30
9152,9960,29,9152,9960,30
9646,8927,29,9646,8927,30
9099,9433,29,9099,9433,30
468,9492,29,468,9492,30
9099,5059,29,9099,5059,30
9152,2359,29,9152,2359,30
9178,8927,29,9178,8927,30
9518,9433,29,9518,9433,30
9518,5059,29,9518,5059,30
8890,1278,29,8890,1278,30
9152,9925,30,9152,9925,31
6663,5059,30,6663,5059,31
9099,8927,30,9099,8927,31
9152,9953,30,9152,9953,31
9152,9433,30,9152,9433,31
6663,9953,30,6663,9953,31
9646,7635,30,9646,7635,31
8775,9953,30,8775,9953,31
9152,9292,30,9152,9292,31
9117,9925,30,9117,9925,31
9099,1278,30,9099,1278,31
468,9292,30,468,9292,31
6663,9492,30,6663,9492,31
6663,8936,30,6663,8936,31
9117,8927,30,9117,8927,31
9152,120,30,9152,120,31
8775,9925,30,8775,9925,31
8890,9953,30,8890,9953,31
4031,8936,30,4031,8936,31
6663,9433,30,6663,9433,31
9178,5059,30,9178,5059,31
468,1278,30,468,1278,31
9152,5059,30,9152,5059,31
9152,8995,30,9152,8995,31
6663,9960,30,6663,9960,31
1892,1278,30,1892,1278,31
4031,9433,30,4031,9433,31
9152,9438,30,9152,9438,31
9117,8995,30,9117,8995,31
9152,8973,30,9152,8973,31
9518,5059,30,9518,5059,31
9152,1278,30,9152,1278,31
9117,9953,30,9117,9953,31
4031,9960,30,4031,9960,31
9152,9492,30,9152,9492,31
9152,9458,30,9152,9458,31
468,8927,30,468,8927,31
4031,9953,30,4031,9953,31
9152,6766,30,9152,6766,31
9152,1239,30,9152,1239,31
9099,9953,30,9099,9953,31
1892,9433,30,1892,9433,31
9518,8927,30,9518,8927,31
9152,1256,30,9152,1256,31
4031,8927,30,4031,8927,31
9152,7635,30,9152,7635,31
9152,8936,30,9152,8936,31
9117,5059,30,9117,5059,31
9152,8927,30,9152,8927,31
9518,1278,30,9518,1278,31
9117,1278,30,9117,1278,31
6663,8927,30,6663,8927,31
9117,9960,30,9117,9960,31
1892,8927,30,1892,8927,31
8775,8927,30,8775,8927,31
468,9953,30,468,9953,31
9099,9960,30,9099,9960,31
4031,1278,30,4031,1278,31
6663,9292,30,6663,9292,31
9178,9953,30,9178,9953,31
6663,1278,30,6663,1278,31
9646,1256,30,9646,1256,31
9152,9960,30,9152,9960,31
9646,8927,30,9646,8927,31
9099,9433,30,9099,9433,31
468,9492,30,468,9492,31
9099,5059,30,9099,5059,31
9152,2359,30,9152,2359,31
9178,8927,30,9178,8927,31
9518,9433,30,9518,9433,31
468,9433,30,468,9433,31
8890,1278,30,8890,1278,31
9152,9925,31,9152,9925,32
6663,5059,31,6663,5059,32
9099,8927,31,9099,8927,32
9152,9953,31,9152,9953,32
9152,9433,31,9152,9433,32
6663,9953,31,6663,9953,32
9646,7635,31,9646,7635,32
8775,9953,31,8775,9953,32
9152,9292,31,9152,9292,32
9117,9925,31,9117,9925,32
9099,1278,31,9099,1278,32
468,9292,31,468,9292,32
6663,9492,31,6663,9492,32
6663,8936,31,6663,8936,32
9117,8927,31,9117,8927,32
9152,120,31,9152,120,32
8775,9925,31,8775,9925,32
8890,9953,31,8890,9953,32
4031,8936,31,4031,8936,32
6663,9433,31,6663,9433,32
9178,5059,31,9178,5059,32
468,1278,31,468,1278,32
468,9433,31,468,9433,32
6663,2582,31,6663,2582,32
9152,5059,31,9152,5059,32
9152,8995,31,9152,8995,32
6663,9960,31,6663,9960,32
1892,1278,31,1892,1278,32
4031,9433,31,4031,9433,32
9152,9438,31,9152,9438,32
9117,8995,31,9117,8995,32
9152,8973,31,9152,8973,32
9152,1278,31,9152,1278,32
9117,9953,31,9117,9953,32
4031,9960,31,4031,9960,32
9152,9492,31,9152,9492,32
9152,9458,31,9152,9458,32
468,8927,31,468,8927,32
4031,9953,31,4031,9953,32
9152,6766,31,9152,6766,32
9152,1239,31,9152,1239,32
9099,9953,31,9099,9953,32
1892,9433,31,1892,9433,32
9518,8927,31,9518,8927,32
9152,1256,31,9152,1256,32
4031,8927,31,4031,8927,32
9152,7635,31,9152,7635,32
9152,8936,31,9152,8936,32
9117,5059,31,9117,5059,32
9152,8927,31,9152,8927,32
6663,8927,31,6663,8927,32
9518,1278,31,9518,1278,32
9117,1278,31,9117,1278,32
9117,9960,31,9117,9960,32
1892,8927,31,1892,8927,32
8775,8927,31,8775,8927,32
468,9953,31,468,9953,32
9099,9960,31,9099,9960,32
4031,1278,31,4031,1278,32
6663,9292,31,6663,9292,32
9178,9953,31,9178,9953,32
6663,1278,31,6663,1278,32
9152,2582,31,9152,2582,32
9646,1256,31,9646,1256,32
9152,9960,31,9152,9960,32
9646,8927,31,9646,8927,32
9099,9433,31,9099,9433,32
468,9492,31,468,9492,32
9099,5059,31,9099,5059,32
9152,2359,31,9152,2359,32
9178,8927,31,9178,8927,32
9518,9433,31,9518,9433,32
9518,5059,31,9518,5059,32
8890,1278,31,8890,1278,32
9152,9925,32,9152,9925,33
6663,5059,32,6663,5059,33
9167,9953,32,9167,9953,33
9099,8927,32,9099,8927,33
9152,9433,32,9152,9433,33
9152,9953,32,9152,9953,33
6663,9953,32,6663,9953,33
9646,7635,32,9646,7635,33
8775,9953,32,8775,9953,33
9152,9292,32,9152,9292,33
9117,9925,32,9117,9925,33
9099,1278,32,9099,1278,33
468,9292,32,468,9292,33
6663,9492,32,6663,9492,33
6663,8936,32,6663,8936,33
9117,8927,32,9117,8927,33
9152,120,32,9152,120,33
8775,9925,32,8775,9925,33
8890,9953,32,8890,9953,33
4031,8936,32,4031,8936,33
8775,8927,32,8775,8927,33
6663,9433,32,6663,9433,33
9178,5059,32,9178,5059,33
468,1278,32,468,1278,33
6663,2582,32,6663,2582,33
9152,5059,32,9152,5059,33
9152,8995,32,9152,8995,33
6663,9960,32,6663,9960,33
1892,1278,32,1892,1278,33
4031,9433,32,4031,9433,33
9152,9438,32,9152,9438,33
9117,8995,32,9117,8995,33
9152,8973,32,9152,8973,33
9518,5059,32,9518,5059,33
9152,1278,32,9152,1278,33
9117,9953,32,9117,9953,33
4031,9960,32,4031,9960,33
9167,1256,32,9167,1256,33
9152,9492,32,9152,9492,33
9152,9458,32,9152,9458,33
468,8927,32,468,8927,33
4031,9953,32,4031,9953,33
9152,1239,32,9152,1239,33
9152,6766,32,9152,6766,33
9099,9953,32,9099,9953,33
9167,2582,32,9167,2582,33
1892,9433,32,1892,9433,33
9518,8927,32,9518,8927,33
9152,1256,32,9152,1256,33
9167,1239,32,9167,1239,33
4031,8927,32,4031,8927,33
9152,7635,32,9152,7635,33
9152,8936,32,9152,8936,33
9117,5059,32,9117,5059,33
9152,8927,32,9152,8927,33
9167,8927,32,9167,8927,33
6663,8927,32,6663,8927,33
9518,1278,32,9518,1278,33
9117,1278,32,9117,1278,33
9117,9960,32,9117,9960,33
9167,5059,32,9167,5059,33
9167,9433,32,9167,9433,33
1892,8927,32,1892,8927,33
9167,1278,32,9167,1278,33
468,9953,32,468,9953,33
9167,9292,32,9167,9292,33
9099,9960,32,9099,9960,33
4031,1278,32,4031,1278,33
6663,9292,32,6663,9292,33
9178,9953,32,9178,9953,33
6663,1278,32,6663,1278,33
9152,2582,32,9152,2582,33
9646,1256,32,9646,1256,33
9152,9960,32,9152,9960,33
9646,8927,32,9646,8927,33
9099,9433,32,9099,9433,33
468,9492,32,468,9492,33
9099,5059,32,9099,5059,33
9152,2359,32,9152,2359,33
9178,8927,32,9178,8927,33
9518,9433,32,9518,9433,33
468,9433,32,468,9433,33
9167,9492,32,9167,9492,33
8890,1278,32,8890,1278,33
9099,1278,33,9099,1278,34
6663,8936,33,6663,8936,34
4031,8936,33,4031,8936,34
9152,5059,33,9152,5059,34
9152,9438,33,9152,9438,34
4031,9433,33,4031,9433,34
9117,8995,33,9117,8995,34
9152,1278,33,9152,1278,34
9152,1239,33,9152,1239,34
9099,9953,33,9099,9953,34
1892,9433,33,1892,9433,34
4031,8927,33,4031,8927,34
9117,1278,33,9117,1278,34
9117,9960,33,9117,9960,34
9167,1278,33,9167,1278,34
2186,8936,33,2186,8936,34
9152,9960,33,9152,9960,34
9099,9433,33,9099,9433,34
9099,5059,33,9099,5059,34
9178,8927,33,9178,8927,34
2186,1278,33,2186,1278,34
9152,9925,33,9152,9925,34
6663,5059,33,6663,5059,34
9099,8927,33,9099,8927,34
9152,9433,33,9152,9433,34
9152,9953,33,9152,9953,34
6663,9953,33,6663,9953,34
9646,7635,33,9646,7635,34
8775,9953,33,8775,9953,34
9152,9292,33,9152,9292,34
8775,9925,33,8775,9925,34
8890,9953,33,8890,9953,34
6663,9433,33,6663,9433,34
6663,2582,33,6663,2582,34
6663,9960,33,6663,9960,34
1892,1278,33,1892,1278,34
4031,9960,33,4031,9960,34
9152,9458,33,9152,9458,34
4031,9953,33,4031,9953,34
9167,2582,33,9167,2582,34
9152,1256,33,9152,1256,34
9167,1239,33,9167,1239,34
9518,1278,33,9518,1278,34
6663,8927,33,6663,8927,34
9167,8927,33,9167,8927,34
9167,9433,33,9167,9433,34
9167,9292,33,9167,9292,34
9178,9953,33,9178,9953,34
9152,2582,33,9152,2582,34
9646,1256,33,9646,1256,34
9646,8927,33,9646,8927,34
2186,9433,33,2186,9433,34
9167,9953,33,9167,9953,34
9117,9925,33,9117,9925,34
468,9292,33,468,9292,34
2186,5059,33,2186,5059,34
6663,9492,33,6663,9492,34
9117,8927,33,9117,8927,34
9117,9953,33,9117,9953,34
9167,1256,33,9167,1256,34
9152,6766,33,9152,6766,34
9167,5059,33,9167,5059,34
9099,9960,33,9099,9960,34
4031,1278,33,4031,1278,34
6663,9292,33,6663,9292,34
9518,5059,33,9518,5059,34
8890,1278,33,8890,1278,34
2186,8927,33,2186,8927,34
9152,120,33,9152,120,34
9178,5059,33,9178,5059,34
468,1278,33,468,1278,34
468,9433,33,468,9433,34
9152,8995,33,9152,8995,34
9152,8973,33,9152,8973,34
9152,9492,33,9152,9492,34
468,8927,33,468,8927,34
9518,8927,33,9518,8927,34
2186,9960,33,2186,9960,34
9152,7635,33,9152,7635,34
9152,8936,33,9152,8936,34
8775,8927,33,8775,8927,34
9117,5059,33,9117,5059,34
9152,8927,33,9152,8927,34
1892,8927,33,1892,8927,34
468,9953,33,468,9953,34
468,9492,33,468,9492,34
9152,2359,33,9152,2359,34
9518,9433,33,9518,9433,34
6663,1278,33,6663,1278,34
9167,9492,33,9167,9492,34
9099,1278,34,9099,1278,35
6663,8936,34,6663,8936,35
4031,8936,34,4031,8936,35
9152,5059,34,9152,5059,35
9152,9438,34,9152,9438,35
4031,9433,34,4031,9433,35
9117,8995,34,9117,8995,35
9152,1278,34,9152,1278,35
9152,1239,34,9152,1239,35
9099,9953,34,9099,9953,35
1892,9433,34,1892,9433,35
4031,8927,34,4031,8927,35
9117,1278,34,9117,1278,35
9117,9960,34,9117,9960,35
9167,1278,34,9167,1278,35
2186,8936,34,2186,8936,35
9152,9960,34,9152,9960,35
9099,9433,34,9099,9433,35
9099,5059,34,9099,5059,35
9178,8927,34,9178,8927,35
2186,1278,34,2186,1278,35
9152,9925,34,9152,9925,35
6663,5059,34,6663,5059,35
9099,8927,34,9099,8927,35
9152,9433,34,9152,9433,35
9152,9953,34,9152,9953,35
6663,9953,34,6663,9953,35
9646,7635,34,9646,7635,35
8775,9953,34,8775,9953,35
9152,9292,34,9152,9292,35
8775,9925,34,8775,9925,35
8890,9953,34,8890,9953,35
6663,9433,34,6663,9433,35
6663,2582,34,6663,2582,35
6663,9960,34,6663,9960,35
1892,1278,34,1892,1278,35
4031,9960,34,4031,9960,35
9152,9458,34,9152,9458,35
4031,9953,34,4031,9953,35
9167,2582,34,9167,2582,35
9152,1256,34,9152,1256,35
9167,1239,34,9167,1239,35
9518,1278,34,9518,1278,35
6663,8927,34,6663,8927,35
9167,8927,34,9167,8927,35
9167,9433,34,9167,9433,35
9167,9292,34,9167,9292,35
9178,9953,34,9178,9953,35
9152,2582,34,9152,2582,35
9646,1256,34,9646,1256,35
9646,8927,34,9646,8927,35
2186,9433,34,2186,9433,35
9167,9953,34,9167,9953,35
2616,9492,34,2616,9492,35
9117,9925,34,9117,9925,35
468,9292,34,468,9292,35
2186,5059,34,2186,5059,35
6663,9492,34,6663,9492,35
9117,8927,34,9117,8927,35
9117,9953,34,9117,9953,35
9167,1256,34,9167,1256,35
2616,1239,34,2616,1239,35
9152,6766,34,9152,6766,35
2616,8927,34,2616,8927,35
9167,5059,34,9167,5059,35
9099,9960,34,9099,9960,35
4031,1278,34,4031,1278,35
6663,9292,34,6663,9292,35
9518,5059,34,9518,5059,35
8890,1278,34,8890,1278,35
2186,8927,34,2186,8927,35
9152,120,34,9152,120,35
9178,5059,34,9178,5059,35
468,1278,34,468,1278,35
9152,8995,34,9152,8995,35
9152,8973,34,9152,8973,35
9152,9492,34,9152,9492,35
468,8927,34,468,8927,35
2616,1256,34,2616,1256,35
9518,8927,34,9518,8927,35
2186,9960,34,2186,9960,35
9152,7635,34,9152,7635,35
9152,8936,34,9152,8936,35
8775,8927,34,8775,8927,35
9152,8927,34,9152,8927,35
9117,5059,34,9117,5059,35
1892,8927,34,1892,8927,35
468,9953,34,468,9953,35
6663,1278,34,6663,1278,35
468,9492,34,468,9492,35
9152,2359,34,9152,2359,35
9518,9433,34,9518,9433,35
468,9433,34,468,9433,35
9167,9492,34,9167,9492,35
9099,1278,35,9099,1278,36
6663,8936,35,6663,8936,36
4031,8936,35,4031,8936,36
9152,5059,35,9152,5059,36
9152,9438,35,9152,9438,36
4031,9433,35,4031,9433,36
9117,8995,35,9117,8995,36
9152,1278,35,9152,1278,36
9152,1239,35,9152,1239,36
9099,9953,35,9099,9953,36
1892,9433,35,1892,9433,36
4031,8927,35,4031,8927,36
9117,1278,35,9117,1278,36
9117,9960,35,9117,9960,36
9512,1278,35,9512,1278,36
9167,1278,35,9167,1278,36
2186,8936,35,2186,8936,36
9152,9960,35,9152,9960,36
9099,9433,35,9099,9433,36
9099,5059,35,9099,5059,36
9178,8927,35,9178,8927,36
2186,1278,35,2186,1278,36
9152,9925,35,9152,9925,36
6663,5059,35,6663,5059,36
9099,8927,35,9099,8927,36
9152,9433,35,9152,9433,36
9152,9953,35,9152,9953,36
6663,9953,35,6663,9953,36
9646,7635,35,9646,7635,36
8775,9953,35,8775,9953,36
9152,9292,35,9152,9292,36
9512,9433,35,9512,9433,36
8775,9925,35,8775,9925,36
8890,9953,35,8890,9953,36
6663,9433,35,6663,9433,36
6663,2582,35,6663,2582,36
6663,9960,35,6663,9960,36
1892,1278,35,1892,1278,36
4031,9960,35,4031,9960,36
9152,9458,35,9152,9458,36
9512,8936,35,9512,8936,36
4031,9953,35,4031,9953,36
9167,2582,35,9167,2582,36
9152,1256,35,9152,1256,36
9167,1239,35,9167,1239,36
9518,1278,35,9518,1278,36
6663,8927,35,6663,8927,36
9167,8927,35,9167,8927,36
9167,9433,35,9167,9433,36
9167,9292,35,9167,9292,36
9178,9953,35,9178,9953,36
9152,2582,35,9152,2582,36
9646,1256,35,9646,1256,36
9646,8927,35,9646,8927,36
2186,9433,35,2186,9433,36
9167,9953,35,9167,9953,36
2616,9492,35,2616,9492,36
9117,9925,35,9117,9925,36
468,9292,35,468,9292,36
2186,5059,35,2186,5059,36
6663,9492,35,6663,9492,36
9117,8927,35,9117,8927,36
9117,9953,35,9117,9953,36
9167,1256,35,9167,1256,36
2616,1239,35,2616,1239,36
9152,6766,35,9152,6766,36
2616,8927,35,2616,8927,36
9167,5059,35,9167,5059,36
9099,9960,35,9099,9960,36
4031,1278,35,4031,1278,36
6663,9292,35,6663,9292,36
9518,5059,35,9518,5059,36
8890,1278,35,8890,1278,36
2186,8927,35,2186,8927,36
9152,120,35,9152,120,36
9178,5059,35,9178,5059,36
468,1278,35,468,1278,36
468,9433,35,468,9433,36
9152,8995,35,9152,8995,36
9152,8973,35,9152,8973,36
9512,8927,35,9512,8927,36
9152,9492,35,9152,9492,36
468,8927,35,468,8927,36
2616,1256,35,2616,1256,36
9518,8927,35,9518,8927,36
2186,9960,35,2186,9960,36
9152,7635,35,9152,7635,36
9152,8936,35,9152,8936,36
8775,8927,35,8775,8927,36
9152,8927,35,9152,8927,36
9117,5059,35,9117,5059,36
1892,8927,35,1892,8927,36
468,9953,35,468,9953,36
468,9492,35,468,9492,36
9152,2359,35,9152,2359,36
9518,9433,35,9518,9433,36
6663,1278,35,6663,1278,36
9167,9492,35,9167,9492,36
9152,8810,36,9152,8810,37
9099,1278,36,9099,1278,37
6663,8936,36,6663,8936,37
4031,8936,36,4031,8936,37
9152,5059,36,9152,5059,37
9152,9438,36,9152,9438,37
4031,9433,36,4031,9433,37
9117,8995,36,9117,8995,37
9152,1278,36,9152,1278,37
9152,1239,36,9152,1239,37
9099,9953,36,9099,9953,37
1892,9433,36,1892,9433,37
4031,8927,36,4031,8927,37
9117,1278,36,9117,1278,37
9512,1278,36,9512,1278,37
9117,9960,36,9117,9960,37
9167,1278,36,9167,1278,37
2186,8936,36,2186,8936,37
9152,9960,36,9152,9960,37
9099,9433,36,9099,9433,37
9099,5059,36,9099,5059,37
9178,8927,36,9178,8927,37
2186,1278,36,2186,1278,37
9152,9925,36,9152,9925,37
6663,5059,36,6663,5059,37
9099,8927,36,9099,8927,37
9152,9433,36,9152,9433,37
9152,9953,36,9152,9953,37
6663,9953,36,6663,9953,37
9646,7635,36,9646,7635,37
8775,9953,36,8775,9953,37
9152,9292,36,9152,9292,37
9512,9433,36,9512,9433,37
8775,9925,36,8775,9925,37
8890,9953,36,8890,9953,37
6663,9433,36,6663,9433,37
6663,2582,36,6663,2582,37
6663,9960,36,6663,9960,37
1892,1278,36,1892,1278,37
4031,9960,36,4031,9960,37
9152,9458,36,9152,9458,37
9512,8936,36,9512,8936,37
4031,9953,36,4031,9953,37
9167,2582,36,9167,2582,37
9152,1256,36,9152,1256,37
9167,1239,36,9167,1239,37
9518,1278,36,9518,1278,37
6663,8927,36,6663,8927,37
9167,8927,36,9167,8927,37
9167,9433,36,9167,9433,37
9167,9292,36,9167,9292,37
9178,9953,36,9178,9953,37
9152,2582,36,9152,2582,37
9646,1256,36,9646,1256,37
9646,8927,36,9646,8927,37
2186,9433,36,2186,9433,37
9167,9953,36,9167,9953,37
2616,9492,36,2616,9492,37
9117,9925,36,9117,9925,37
468,9292,36,468,9292,37
2186,5059,36,2186,5059,37
6663,9492,36,6663,9492,37
9117,8927,36,9117,8927,37
9117,9953,36,9117,9953,37
9167,1256,36,9167,1256,37
2616,1239,36,2616,1239,37
9152,6766,36,9152,6766,37
2616,8927,36,2616,8927,37
9167,5059,36,9167,5059,37
9099,9960,36,9099,9960,37
4031,1278,36,4031,1278,37
6663,9292,36,6663,9292,37
9518,5059,36,9518,5059,37
8890,1278,36,8890,1278,37
2186,8927,36,2186,8927,37
9152,120,36,9152,120,37
9178,5059,36,9178,5059,37
468,1278,36,468,1278,37
9152,8995,36,9152,8995,37
9152,8973,36,9152,8973,37
9512,8927,36,9512,8927,37
9152,9492,36,9152,9492,37
468,8927,36,468,8927,37
2616,1256,36,2616,1256,37
9518,8927,36,9518,8927,37
2186,9960,36,2186,9960,37
9152,7635,36,9152,7635,37
9152,8936,36,9152,8936,37
8775,8927,36,8775,8927,37
9152,8927,36,9152,8927,37
9117,5059,36,9117,5059,37
1892,8927,36,1892,8927,37
468,9953,36,468,9953,37
6663,1278,36,6663,1278,37
468,9492,36,468,9492,37
9152,2359,36,9152,2359,37
9518,9433,36,9518,9433,37
468,9433,36,468,9433,37
9167,9492,36,9167,9492,37
9152,8810,37,9152,8810,38
9099,1278,37,9099,1278,38
6663,8936,37,6663,8936,38
4031,8936,37,4031,8936,38
2186,1259,37,2186,1259,38
9152,5059,37,9152,5059,38
9152,9438,37,9152,9438,38
4031,9433,37,4031,9433,38
9117,8995,37,9117,8995,38
9152,1278,37,9152,1278,38
9152,1239,37,9152,1239,38
9099,9953,37,9099,9953,38
1892,9433,37,1892,9433,38
4031,8927,37,4031,8927,38
9117,1278,37,9117,1278,38
9117,9960,37,9117,9960,38
9512,1278,37,9512,1278,38
9167,1278,37,9167,1278,38
9167,1259,37,9167,1259,38
2186,8936,37,2186,8936,38
9152,9960,37,9152,9960,38
9099,9433,37,9099,9433,38
9099,5059,37,9099,5059,38
9178,8927,37,9178,8927,38
2186,1278,37,2186,1278,38
9152,9925,37,9152,9925,38
6663,5059,37,6663,5059,38
9099,8927,37,9099,8927,38
9152,9433,37,9152,9433,38
9152,9953,37,9152,9953,38
6663,9953,37,6663,9953,38
9646,7635,37,9646,7635,38
8775,9953,37,8775,9953,38
9152,9292,37,9152,9292,38
9512,9433,37,9512,9433,38
8775,9925,37,8775,9925,38
8890,9953,37,8890,9953,38
6663,9433,37,6663,9433,38
6663,2582,37,6663,2582,38
6663,9960,37,6663,9960,38
1892,1278,37,1892,1278,38
4031,9960,37,4031,9960,38
9152,9458,37,9152,9458,38
9512,8936,37,9512,8936,38
4031,9953,37,4031,9953,38
9167,2582,37,9167,2582,38
9152,1256,37,9152,1256,38
9167,1239,37,9167,1239,38
9518,1278,37,9518,1278,38
6663,8927,37,6663,8927,38
9167,8927,37,9167,8927,38
9167,9433,37,9167,9433,38
9167,9292,37,9167,9292,38
9178,9953,37,9178,9953,38
9152,2582,37,9152,2582,38
9646,1256,37,9646,1256,38
9646,8927,37,9646,8927,38
2186,9433,37,2186,9433,38
9167,9953,37,9167,9953,38
2616,9492,37,2616,9492,38
9117,9925,37,9117,9925,38
468,9292,37,468,9292,38
2186,5059,37,2186,5059,38
6663,9492,37,6663,9492,38
9117,8927,37,9117,8927,38
9117,9953,37,9117,9953,38
9167,1256,37,9167,1256,38
2616,1239,37,2616,1239,38
9152,6766,37,9152,6766,38
2616,8927,37,2616,8927,38
9167,5059,37,9167,5059,38
9099,9960,37,9099,9960,38
4031,1278,37,4031,1278,38
6663,9292,37,6663,9292,38
6663,1259,37,6663,1259,38
9518,5059,37,9518,5059,38
8890,1278,37,8890,1278,38
2186,8927,37,2186,8927,38
9152,120,37,9152,120,38
9178,5059,37,9178,5059,38
468,1278,37,468,1278,38
468,9433,37,468,9433,38
9152,8995,37,9152,8995,38
9152,8973,37,9152,8973,38
9512,8927,37,9512,8927,38
9152,9492,37,9152,9492,38
468,8927,37,468,8927,38
2616,1256,37,2616,1256,38
9518,8927,37,9518,8927,38
2186,9960,37,2186,9960,38
9152,7635,37,9152,7635,38
9152,8936,37,9152,8936,38
8775,8927,37,8775,8927,38
9152,8927,37,9152,8927,38
9117,5059,37,9117,5059,38
1892,8927,37,1892,8927,38
